KEY1,Χρόνος Παράδοσης,Regional Unity,Full Address,,Account : Site : Site PostCode
Κωδ.Πρ.: 101104,24,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΓ. ΔΗΜΗΤΡΙΟΥ-304,,17343
Κωδ.Πρ.: 101166,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΜΟΝΑΣΤΗΡΙΟΥ-313,,54628
Κωδ.Πρ.: 101220,24,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΛΑΣΚΑΡΙΔΟΥ-114,,17676
Κωδ.Πρ.: 101232,24,ΠΕΙΡΑΙΩΣ,ΚΕΦΑΛΛΗΝΙΑΣ-16,,18757
Κωδ.Πρ.: 101180,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΝΑΦΗΣ-10,,11256
Κωδ.Πρ.: 101172,24,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΓ. ΤΡΙΑΔΟΣ-19,,13673
Κωδ.Πρ.: 101217,24,ΠΕΙΡΑΙΩΣ,ΑΝΑΠΑΥΣΕΩΣ-21,,18648
Κωδ.Πρ.: 101166,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΜΟΝΑΣΤΗΡΙΟΥ-313,,54628
Κωδ.Πρ.: 101213,24,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΤΖΩΝ ΚΕΝΕΝΤΥ-124,,12134
Κωδ.Πρ.: 101214,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΛΕΩΦ. ΓΑΛΑΤΣΙΟΥ-77-79,,11146
Κωδ.Πρ.: 101204,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΒΙΘΥΝΙΑΣ 23 & Ι. ΠΑΣΣΑΛΙΔΗ 32-34,,55132
Κωδ.Πρ.: 101097,24,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΒΙΖΥΗΝΟΥ-3,,17121
Κωδ.Πρ.: 101216,24,ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΚΟΛΟΚΟΤΡΩΝΗ-3,,15233
Κωδ.Πρ.: 101204,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΒΙΘΥΝΙΑΣ 23 & Ι. ΠΑΣΣΑΛΙΔΗ 32-34,,55132
Κωδ.Πρ.: 101176,24,ΠΕΙΡΑΙΩΣ,ΔΩΔΕΚΑΝΗΣΟΥ-51,,18540
Κωδ.Πρ.: 101156,24,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΦΙΛΑΔΕΛΦΕΙΑΣ-85,,13673
Κωδ.Πρ.: 101155,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΦΟΡΜΙΩΝΟΣ-32,,11634
Κωδ.Πρ.: 101215,24,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΛΕΩΦ. ΚΡΥΟΝΕΡΙΟΥ-61,,14568
Κωδ.Πρ.: 101189,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΘΕΟΤΟΚΑ-7,,54621
Κωδ.Πρ.: 101173,24,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΦΥΛΗΣ-20,,13451
Κωδ.Πρ.: 101181,24,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΛΕΩΦ. ΔΗΜΟΚΡΑΤΙΑΣ-250,,13671
Κωδ.Πρ.: 101191,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,17ης ΝΟΕΜΒΡΙΟΥ-30,,54352
Κωδ.Πρ.: 101184,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΙΠΠΟΚΡΑΤΟΥΣ-34,,10680
Κωδ.Πρ.: 101131,24,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΙΔΟΜΕΝΕΩΣ 27 & ΑΙΑΚΟΥ  51,,13122
Κωδ.Πρ.: 101182,24,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,28ΗΣ ΟΚΤΩΒΡΙΟΥ & ΑΓΙΑΣ ΕΙΡΗΝΗΣ,,19013
Κωδ.Πρ.: 101185,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΜΟΝΑΣΤΗΡΙΟΥ-33,,54630
Κωδ.Πρ.: 101126,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΛ. ΠΑΝΑΓΟΥΛΗ-4,,16345
Κωδ.Πρ.: 101175,24,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΕΚΤΟΡΟΣ-148,,13123
Κωδ.Πρ.: 101183,24,ΠΕΙΡΑΙΩΣ,Κ. ΠΑΛΑΜΑ-127,,18452
Κωδ.Πρ.: 101069,24,ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΜΗΔΕΙΑΣ 51 & ΝΙΚΟΛΑΟΥ ΓΙΑΝΝΑ,,14233
Κωδ.Πρ.: 101138,24,ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΣΙΘΝΙΔΩΝ-76,,19100
Κωδ.Πρ.: 101149,24,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΣΜΥΡΝΗΣ-33,,12242
Κωδ.Πρ.: 101129,24,ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΜΗΤΡΟΠΟΛΕΩΣ 41 & ΣΑΛΑΜΙΝΟΣ,,15124
Κωδ.Πρ.: 101165,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΕΥΑΛΚΙΔΟΥ-4,,10445
Κωδ.Πρ.: 101353,24,ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΛΕΩΦ. ΔΕΚΕΛΕΙΑΣ-61,,14341
Κωδ.Πρ.: 101127,24,ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΠΛΑΤΩΝΟΣ-13,,19300
Κωδ.Πρ.: 101118,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΔΗΜΗΤΡΙΟΥ ΓΟΥΝΑΡΗ-13,,54622
Κωδ.Πρ.: 101133,24,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΒΑΣΙΛΕΩΣ ΚΩΝΣΤΑΝΤΙΝΟΥ-49,,19400
Κωδ.Πρ.: 101245,24,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΛΑΣΚΑΡΙΔΟΥ 7 & ΛΟΥΙΖΗΣ ΡΙΑΝΚΟΥΡ,,11524
Κωδ.Πρ.: 101144,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΚΑΡΑΟΛΗ & ΔΗΜΗΤΡΙΟΥ-136,,56224
Κωδ.Πρ.: 101135,24,ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΓΓΕΛΟΥ ΣΙΚΕΛΙΑΝΟΥ-14,,14233
Κωδ.Πρ.: 101099,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΧΑΡΙΛΑΟΥ ΤΡΙΚΟΥΠΗ-6-8-10,,10679
Κωδ.Πρ.: 101019,24,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣΘΕΝΟΥΣ-261-263,,17674
Κωδ.Πρ.: 101137,24,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΤΡΙΤΩΝΟΣ-47,,17561
Κωδ.Πρ.: 101107,24,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,25ΗΣ ΜΑΡΤΙΟΥ-27,,17121
Κωδ.Πρ.: 101106,24,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΕΛ. ΒΕΝΙΖΕΛΟΥ 259 ΚΑΙ ΥΨΗΛΑΝΤΟΥ 13,,17673
Κωδ.Πρ.: 101143,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΧΑΝΙΩΝ-4,,55135
Κωδ.Πρ.: 101088,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΘΕΣΣΑΛΟΝΙΚΗΣ-104,,57013
Κωδ.Πρ.: 101098,24,ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΓ.ΚΩΝΣΤΑΝΤΙΝΟΥ-40,,15124
Κωδ.Πρ.: 101385,24,ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΛΕΩΦ. ΓΑΛΑΤΣΙΟΥ-2-4,,11141
Κωδ.Πρ.: 101470,24,ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΙΟΝΙΟΥ ΠΕΛΑΓΟΥΣ-10 - 12,,13341
Κωδ.Πρ.: 101071,24,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΓΕΩΡΓΙΟΥ ΠΑΠΑΝΔΡΕΟΥ-25,,16451
Κωδ.Πρ.: 101015,24,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΕΛ. ΒΕΝΙΖΕΛΟΥ & ΚΟΥΝΤΟΥΡΙΩΤΟΥ 2,,12351
Κωδ.Πρ.: 101092,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,Γ΄ ΣΕΠΤΕΜΒΡΙΟΥ-45,,10433
Κωδ.Πρ.: 101100,24,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΛΕΩΦΟΡΟΣ ΚΑΡΑΜΑΝΛΗ-44,,13671
Κωδ.Πρ.: 101101,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΜΗΤΡΟΠΕΤΡΟΒΑ-22,,11476
Κωδ.Πρ.: 101074,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΣΕΒΑΣΤΟΥΠΟΛΕΩΣ-107,,11526
Κωδ.Πρ.: 101094,24,ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΛΕΩΦ. ΦΥΛΗΣ-150,,13341
Κωδ.Πρ.: 101144,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΚΑΡΑΟΛΗ & ΔΗΜΗΤΡΙΟΥ-136,,56224
Κωδ.Πρ.: 101090,24,ΠΕΙΡΑΙΩΣ,ΠΟΤΑΜΟΥ-13,,18122
Κωδ.Πρ.: 101064,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΟΔΥΣΣΕΩΣ ΦΩΚΑ-14,,56626
Κωδ.Πρ.: 101070,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΣΑΡΚΟΥΔΙΝΟΥ-83-85,,11744
Κωδ.Πρ.: 101032,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΒΑΣΙΛΕΩΣ ΓΕΩΡΓΙΟΥ-37,,54639
Κωδ.Πρ.: 101068,24,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΛΕΩΦ. ΦΙΛΑΔΕΛΦΕΙΑΣ-57,,13673
Κωδ.Πρ.: 101007,24,ΠΕΙΡΑΙΩΣ,ΛΕΩΦ. ΠΕΤΡΟΥ ΡΑΛΛΗ-484,,18451
Κωδ.Πρ.: 100951,24,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΛΕΩΦ. ΑΘΗΝΩΝ - ΣΟΥΝΙΟΥ,,19001
Κωδ.Πρ.: 100910,24,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΕΛΕΥΘΕΡΙΟΥ ΒΕΝΙΖΕΛΟΥ-208,,17563
Κωδ.Πρ.: 101055,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΚΟΣΜΑ ΑΙΤΩΛΟΥ-61,,56225
Κωδ.Πρ.: 101047,24,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΣΤΟΥΡΝΑΡΑ-55,,13562
Κωδ.Πρ.: 101044,24,ΠΕΙΡΑΙΩΣ,ΑΪΝΣΤΑΙΝ 19 & ΑΡΙΣΤΟΦΑΝΟΥΣ-23Α,,18757
Κωδ.Πρ.: 101079,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΠΑΡΑΣΚΕΥΟΠΟΥΛΟΥ-33,,54640
Κωδ.Πρ.: 101072,24,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΣΑΡΑΝΤΑΠΟΡΟΥ-6,,12134
Κωδ.Πρ.: 101078,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΠΛ. ΑΝΕΞΑΡΤΗΣΙΑΣ-6,,16344
Κωδ.Πρ.: 101069,24,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΜΗΔΕΙΑΣ 51 & ΝΙΚΟΛΑΟΥ ΓΙΑΝΝΑ,,14233
Κωδ.Πρ.: 101077,24,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣ 61 & ΠΛ. 28ης ΟΚΤΩΒΡΙΟΥ,,12312
Κωδ.Πρ.: 101023,24,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΡΧΑΙΟΥ ΘΕΑΤΡΟΥ-31,,13674
Κωδ.Πρ.: 101427,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΚΟΥΝΤΟΥΡΙΩΤΟΥ-20,,14122
Κωδ.Πρ.: 101060,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΒΑΣ. ΟΛΓΑΣ-77,,54642
Κωδ.Πρ.: 101037,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΚΟΜΝΗΝΩΝ-32,,57013
Κωδ.Πρ.: 101467,24,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΠΑΡΑΣΚΕΥΟΠΟΥΛΟΥ 103 & ΖΕΡΒΟΥΔΑΚΗ-23,,10445
Κωδ.Πρ.: 101017,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΒΑΦΕΙΟΧΩΡΙΟΥ-71,,11476
Κωδ.Πρ.: 101048,24,ΠΕΙΡΑΙΩΣ,ΛΕΩΦ. ΔΗΜΟΚΡΑΤΙΑΣ-53,,18863
Κωδ.Πρ.: 101051,24,ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΠΕΡΙΚΛΕΟΥΣ 56 & ΚΕΡΑΜΕΙΚΟΥ,,15561
Κωδ.Πρ.: 100988,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,28ης ΟΚΤΩΒΡΙΟΥ-86,,54642
Κωδ.Πρ.: 100990,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΒΟΓΑΤΣΙΚΟΥ-14,,54622
Κωδ.Πρ.: 100988,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,28ης ΟΚΤΩΒΡΙΟΥ-86,,54642
Κωδ.Πρ.: 101018,24,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΛΕΩΦ. ΜΑΡΑΘΩΝΟΣ 89 & ΕΥΡΥΤΑΝΙΑΣ,,15344
Κωδ.Πρ.: 101353,24,ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΛΕΩΦ. ΔΕΚΕΛΕΙΑΣ-61,,14341
Κωδ.Πρ.: 100965,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΧΙΛΗΣ-17,,55132
Κωδ.Πρ.: 101033,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,Ι. ΓΩΓΟΥΣΗ-49,,56431
Κωδ.Πρ.: 100919,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΠΑΠΑΦΗ-200,,54453
Κωδ.Πρ.: 100997,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,Ι. ΔΡΟΣΟΠΟΥΛΟΥ 236 & ΚΟΝΤΟΥ 9,,11255
Κωδ.Πρ.: 100941,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΚΟΔΡΙΓΚΤΩΝΟΣ 9 & ΜΑΥΡΟΜΜΑΤΑΙΩΝ 43,,10434
Κωδ.Πρ.: 100999,24,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΣΙΒΙΤΑΝΙΔΟΥ-5,,17675
Κωδ.Πρ.: 101006,24,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΘΟΥΚΥΔΙΔΟΥ-37,,16452
Κωδ.Πρ.: 101008,24,ΠΕΙΡΑΙΩΣ,ΑΓ. ΔΗΜΗΤΡΙΟΥ 144 & ΚΟΥΜΟΥΝΔΟΥΡΟΥ,,18544
Κωδ.Πρ.: 101480,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΔΕΛΦΩΝ-185,,54655
Κωδ.Πρ.: 100993,24,ΠΕΙΡΑΙΩΣ,ΓΡ. ΛΑΜΠΡΑΚΗ-118,,18532
Κωδ.Πρ.: 100992,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΠΑΝΟΡΜΟΥ-34,,11523
Κωδ.Πρ.: 100967,24,ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΛΑΥΡΙΟΥ 124 & ΠΕΥΚΩΝ-25,,14235
Κωδ.Πρ.: 100970,24,ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΕΛ. ΒΕΝΙΖΕΛΟΥ-139,,14671
Κωδ.Πρ.: 100975,24,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΛΕΩΦ. ΑΓ. ΒΑΡΒΑΡΑΣ-22,,17563
Κωδ.Πρ.: 100948,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΠΛ. ΓΚΥΖΗ-5,,11475
Κωδ.Πρ.: 100946,24,ΠΕΙΡΑΙΩΣ,ΠΡΟΥΣΗΣ-19,,18453
Κωδ.Πρ.: 100950,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΝΙΚ. ΓΚΥΖΗ-16,,11475
Κωδ.Πρ.: 100949,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,28ΗΣ ΟΚΤΩΒΡΙΟΥ-264,,11255
Κωδ.Πρ.: 101129,24,ΠΕΙΡΑΙΩΣ,ΜΗΤΡΟΠΟΛΕΩΣ 41 & ΣΑΛΑΜΙΝΟΣ,,15124
Κωδ.Πρ.: 100971,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΕΘΝ. ΑΝΤΙΣΤΑΣΗΣ-50,,16121
Κωδ.Πρ.: 100944,24,ΠΕΙΡΑΙΩΣ,ΑΣΚΛΗΠΙΟΥ 46 & ΑΓ.ΓΕΩΡΓΙΟΥ-17,,18120
Κωδ.Πρ.: 101469,24,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΠΛΑΤΕΙΑ ΑΝΕΞΑΡΤΗΣΙΑΣ-13,,16344
Κωδ.Πρ.: 100882,24,ΠΕΙΡΑΙΩΣ,ΜΠΟΥΜΠΟΥΛΙΝΑΣ-41,,18535
Κωδ.Πρ.: 100933,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΦΙΛΟΛΑΟΥ-166,,11632
Κωδ.Πρ.: 100956,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΟΛΥΜΠΙΑΔΟΣ-60,,56224
Κωδ.Πρ.: 100933,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΦΙΛΟΛΑΟΥ-166,,11632
Κωδ.Πρ.: 100754,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΚΡΙΣΣΗΣ 93 & ΑΝΘΕΙΑΣ,,11364
Κωδ.Πρ.: 100916,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΠΟΛΥΤΕΧΝΕΙΟΥ-11,,56429
Κωδ.Πρ.: 100918,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΚΑΣΣΑΝΔΡΟΥ-82,,54634
Κωδ.Πρ.: 100925,24,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΒΑΣΙΛΕΩΣ ΓΕΩΡΓΙΟΥ Β΄-18-20,,19009
Κωδ.Πρ.: 100829,24,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΛΕΩΦΟΡΟΣ ΜΑΡΑΘΩΝΟΣ-79,,14569
Κωδ.Πρ.: 100890,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΦΙΛΟΛΑΟΥ-188Α,,11632
Κωδ.Πρ.: 100907,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΔΡΑΓΟΥΜΑΝΟΥ-11,,54629
Κωδ.Πρ.: 101214,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΛΕΩΦ. ΓΑΛΑΤΣΙΟΥ-77-79,,11146
Κωδ.Πρ.: 100877,24,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΞΕΝΟΦΩΝΤΟΣ-35,,16675
Κωδ.Πρ.: 100876,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΦΟΡΜΙΩΝΟΣ 2 & ΕΡΓΟΤΙΜΟΥ,,11634
Κωδ.Πρ.: 100874,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΝΥΜΦΑΙΟΥ-37,,56224
Κωδ.Πρ.: 101129,24,ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΜΗΤΡΟΠΟΛΕΩΣ 41 & ΣΑΛΑΜΙΝΟΣ,,15124
Κωδ.Πρ.: 100914,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΧΑΡΝΩΝ 341 & ΝΙΡΒΑΝΑ,,11145
Κωδ.Πρ.: 101353,24,ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΛΕΩΦ. ΔΕΚΕΛΕΙΑΣ-61,,14341
Κωδ.Πρ.: 100855,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΕΛ. ΒΕΝΙΖΕΛΟΥ-68,,56728
Κωδ.Πρ.: 100888,24,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΛΕΩΦ. ΑΡΤΕΜΙΔΟΣ   107 & ΣΜΥΡΝΗΣ 2,,19016
Κωδ.Πρ.: 100917,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΚΑΡΑΟΛΗ & ΔΗΜΗΤΡΙΟΥ-232,,56431
Κωδ.Πρ.: 100177,24,ΠΕΙΡΑΙΩΣ,ΜΑΡΙΑΣ ΧΑΤΖΗΚΥΡΙΑΚΟΥ-150,,18539
Κωδ.Πρ.: 100900,24,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΘΗΒΩΝ-444,,13121
Κωδ.Πρ.: 100913,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΝΙΡΒΑΝΑ-61,,11145
Κωδ.Πρ.: 101268,24,ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΙΕΡΑΣ ΟΔΟΥ-214,,12242
Κωδ.Πρ.: 100690,24,ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΜΙΛΤΙΑΔΟΥ & ΚΟΝΔΥΛΗ 5-7,,15122
Κωδ.Πρ.: 100894,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΜΑΙΑΝΔΡΟΥ-32,,56224
Κωδ.Πρ.: 100863,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΑΝΔΡΕΑ ΠΑΠΑΝΔΡΕΟΥ-75,,56728
Κωδ.Πρ.: 100828,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΚΑΜΕΛΙΑΣ-2,,11147
Κωδ.Πρ.: 100879,24,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΙΑΚΟΥ-215,,13122
Κωδ.Πρ.: 100841,24,ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΛΕΩΦ. ΜΕΣΟΓΕΙΩΝ-268,,15562
Κωδ.Πρ.: 100870,24,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΧΡΥΣ. ΣΜΥΡΝΗΣ 81 & ΣΟΛΩΜΟΥ 80Β,,18345
Κωδ.Πρ.: 100806,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΜΕΝΑΝΔΡΟΥ-51,,10437
Κωδ.Πρ.: 100835,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΑΝΔΡΕΑ ΠΑΠΑΝΔΡΕΟΥ-36,,56334
Κωδ.Πρ.: 100843,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΡΑΚΟΥ-6,,11742
Κωδ.Πρ.: 100842,24,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΧΑΡΟΚΟΠΟΥ-19,,17671
Κωδ.Πρ.: 100846,24,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΠΛΑΤΕΙΑ ΠΕΤΡΟΥΠΟΛΕΩΣ & ΚΡΗΤΗΣ 2,,13231
Κωδ.Πρ.: 100800,24,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΙΓΕΝΗ ΑΚΡΙΤΑ 13 & ΚΥΠΡΙΩΝ ΑΓΩΝΙΣΤΩΝ,,16451
Κωδ.Πρ.: 100747,24,ΠΕΙΡΑΙΩΣ,ΒΟΥΡΝΟΒΑ 17 & ΛΥΚΟΥΡΓΟΥ,,18452
Κωδ.Πρ.: 100821,24,ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΜΑΚΕΔΟΝΙΑΣ-8,,15341
